ID,Name,Age,City,Salary
74316,David,62,Houston,101435.69
74317,Alice,58,Los Angeles,98852.82
74318,Alice,44,New York,77112.97
74319,Alice,36,New York,90813.49
74320,Alice,31,Los Angeles,117131.4
74321,Charlie,34,Los Angeles,76838.0
74322,David,33,Houston,36110.44
74323,David,63,Phoenix,108133.24
74324,Bob,48,Los Angeles,95381.66
74325,Alice,34,Los Angeles,111069.14
74326,Alice,47,Chicago,116048.52
74327,Eva,62,New York,93665.61
74328,Eva,25,Houston,39922.3
74329,Charlie,20,Los Angeles,78726.18
74330,Bob,24,New York,48998.7
74331,Alice,43,Chicago,73622.12
74332,Bob,18,Chicago,55250.72
74333,David,54,Houston,50001.72
74334,David,60,Chicago,82071.61
74335,Charlie,31,Houston,84361.85
74336,Alice,35,Phoenix,37738.06
74337,Bob,44,Chicago,59224.35
74338,Charlie,62,Chicago,110485.7
74339,Bob,49,New York,55531.74
74340,Charlie,26,Chicago,42256.33
74341,David,28,Los Angeles,81675.59
74342,Bob,50,Chicago,85777.05
74343,David,38,Chicago,73219.2
74344,Eva,26,Los Angeles,60124.63
74345,Alice,62,Houston,65616.65
74346,Charlie,32,New York,55222.32
74347,Eva,31,Los Angeles,119326.58
74348,Bob,50,Los Angeles,80915.52
74349,Bob,23,New York,57370.85
74350,Charlie,21,Phoenix,50106.35
74351,David,49,Houston,32418.61
74352,David,63,Houston,99778.6
74353,Alice,42,Chicago,89644.02
74354,Alice,46,Los Angeles,105740.02
74355,David,33,Houston,113632.87
74356,Bob,55,Phoenix,106756.89
74357,David,55,Chicago,51600.92
74358,Eva,40,Chicago,83828.17
74359,Charlie,43,Chicago,31212.92
74360,Charlie,49,Chicago,34534.23
74361,Alice,21,New York,87966.61
74362,David,32,Phoenix,33034.11
74363,Bob,50,Chicago,99245.44
74364,Eva,51,New York,68793.82
74365,Alice,53,Houston,109869.52
74366,Bob,29,Phoenix,95266.46
74367,David,48,New York,97653.57
74368,Eva,49,New York,101887.73
74369,Eva,21,New York,114214.74
74370,Charlie,24,Houston,56824.9
74371,Alice,48,Phoenix,36618.82
74372,Charlie,25,Los Angeles,48435.89
74373,David,40,Los Angeles,79896.2
74374,Bob,63,Phoenix,82795.25
74375,Charlie,25,Chicago,88976.06
74376,David,36,Houston,109057.19
74377,Bob,52,Chicago,39538.28
74378,Eva,33,Chicago,106257.54
74379,Charlie,29,New York,118832.16
74380,Charlie,22,New York,32785.86
74381,Eva,31,Chicago,33901.81
74382,Eva,60,Los Angeles,90987.64
74383,Charlie,20,Los Angeles,98678.92
74384,Eva,59,Los Angeles,44595.39
74385,Charlie,36,Houston,104577.25
74386,Eva,63,Phoenix,35816.54
74387,Eva,49,Los Angeles,103596.74
74388,David,50,Chicago,51786.8
74389,Charlie,51,Houston,71904.8
74390,Bob,52,Chicago,42700.52
74391,Alice,31,Los Angeles,33306.0
74392,Alice,59,Phoenix,83251.12
74393,Eva,44,Houston,37540.47
74394,Alice,41,New York,117520.88
74395,Bob,44,New York,86945.1
74396,Charlie,42,Houston,36033.3
74397,Bob,35,Houston,71894.14
74398,Charlie,31,Los Angeles,60702.82
74399,David,56,Chicago,33266.06
74400,Charlie,39,Chicago,72294.54
74401,Charlie,22,Phoenix,102237.65
74402,Bob,18,Phoenix,93840.94
74403,Alice,40,Chicago,74156.8
74404,Alice,33,Chicago,103468.68
74405,David,29,Chicago,64051.56
74406,David,55,Phoenix,82893.31
74407,Alice,36,Phoenix,97314.3
74408,Alice,19,Phoenix,81273.05
74409,David,27,Chicago,94361.32
74410,David,32,Chicago,63794.24
74411,Charlie,46,Los Angeles,42077.51
74412,Eva,48,New York,89542.27
74413,Bob,33,New York,42703.36
74414,Alice,20,Chicago,113279.43
74415,Bob,47,Houston,84407.82
74416,Bob,20,Los Angeles,56103.76
74417,Alice,31,Chicago,83938.32
74418,Charlie,24,Houston,86157.43
74419,Alice,64,Phoenix,49728.26
74420,David,62,Los Angeles,33761.28
74421,Alice,44,New York,103208.57
74422,Bob,64,New York,103484.78
74423,Alice,44,Houston,56573.24
74424,Eva,23,Phoenix,86981.94
74425,Bob,45,New York,105409.22
74426,Charlie,53,New York,66129.06
74427,Alice,55,Los Angeles,52029.59
74428,Eva,22,Los Angeles,41351.58
74429,Alice,50,Los Angeles,48816.14
74430,Bob,23,Chicago,119465.05
74431,Charlie,44,Phoenix,103986.72
74432,Bob,54,Chicago,104912.65
74433,Bob,29,Los Angeles,69941.96
74434,Charlie,20,Houston,94526.45
74435,Alice,58,Houston,69559.62
74436,Eva,25,Houston,59613.41
74437,Eva,58,Houston,103559.07
74438,Charlie,35,Phoenix,110954.35
74439,Eva,34,Los Angeles,38602.0
74440,Alice,47,Phoenix,102616.92
74441,David,37,Houston,80878.28
74442,Bob,53,Houston,69805.97
74443,David,43,Houston,104609.99
74444,Charlie,40,Los Angeles,105256.69
74445,Bob,54,Phoenix,105959.95
74446,Eva,29,Phoenix,32185.13
74447,Eva,53,Phoenix,102891.95
74448,Bob,62,Chicago,87277.04
74449,Eva,55,New York,96658.09
74450,Bob,35,Houston,53108.19
74451,David,60,Chicago,39184.37
74452,Eva,46,Los Angeles,35256.16
74453,Bob,35,Houston,110070.57
74454,Charlie,54,Phoenix,39246.75
74455,Charlie,34,Houston,83880.95
74456,Eva,21,Chicago,78130.03
74457,Charlie,45,Chicago,116724.79
74458,Charlie,19,Houston,65217.74
74459,Alice,23,Phoenix,57068.61
74460,Eva,59,Los Angeles,96454.07
74461,Bob,39,New York,107418.34
74462,Bob,36,Chicago,58301.39
74463,Alice,33,Chicago,41760.44
74464,Eva,29,New York,116036.79
74465,Alice,30,Chicago,86982.47
74466,Alice,23,Phoenix,61238.1
74467,Bob,45,Los Angeles,56782.89
74468,David,59,New York,113498.23
74469,Bob,39,Houston,99066.99
74470,Alice,50,Chicago,41403.98
74471,Charlie,60,Houston,48473.32
74472,Charlie,46,Houston,54730.94
74473,Eva,34,New York,73714.58
74474,Bob,45,Phoenix,78424.54
74475,Eva,19,Phoenix,46857.29
74476,Charlie,63,Phoenix,53340.93
74477,Alice,44,Houston,95323.83
74478,Charlie,40,Phoenix,67770.57
74479,Bob,49,New York,101250.94
74480,Bob,54,Los Angeles,63469.24
74481,Eva,63,Houston,93203.88
74482,Bob,27,Chicago,76986.45
74483,Bob,30,Chicago,114051.7
74484,Eva,21,Phoenix,42621.04
74485,David,30,Phoenix,45585.13
74486,Bob,21,Phoenix,107648.67
74487,Alice,63,Phoenix,99647.23
74488,Bob,63,Los Angeles,89108.04
74489,Charlie,60,Chicago,87083.39
74490,Charlie,62,Phoenix,115420.56
74491,Bob,34,Phoenix,64033.49
74492,Eva,38,Chicago,48578.11
74493,Alice,39,Houston,106822.61
74494,Charlie,30,Chicago,58293.49
74495,Bob,22,Houston,84582.0
74496,Bob,40,Phoenix,101662.65
74497,Eva,19,Los Angeles,52757.3
74498,Charlie,37,Houston,111983.14
74499,Charlie,34,Houston,47250.53
74500,David,46,Phoenix,112905.39
74501,Bob,64,Houston,49356.26
74502,Eva,47,New York,49924.37
74503,Charlie,43,Chicago,36409.37
74504,Charlie,33,Chicago,113353.18
74505,Eva,27,Houston,99346.17
74506,Alice,46,Phoenix,75569.13
74507,Eva,26,Houston,72075.1
74508,Eva,60,Los Angeles,107680.22
74509,Eva,18,Phoenix,96236.25
74510,Eva,60,Los Angeles,44078.52
74511,Bob,47,New York,96643.31
74512,Bob,59,Phoenix,87586.06
74513,David,59,New York,55512.49
74514,Eva,63,Phoenix,74081.71
74515,Alice,56,Houston,37049.57
74516,David,31,Houston,65251.42
74517,Eva,23,New York,50242.2
74518,Eva,45,Phoenix,67098.44
74519,Charlie,31,Houston,101433.51
74520,Bob,43,Los Angeles,107782.52
74521,Alice,52,Houston,119703.47
74522,David,61,Chicago,42913.77
74523,Alice,36,Phoenix,119954.35
74524,Bob,29,Los Angeles,63790.12
74525,Charlie,47,Phoenix,115096.7
74526,Eva,32,Los Angeles,106386.02
74527,Alice,34,Houston,49307.36
74528,Bob,52,Houston,33922.45
74529,Eva,25,Los Angeles,89948.19
74530,Bob,24,Houston,55718.78
74531,Eva,24,Phoenix,68588.86
74532,Alice,55,New York,79665.45
74533,Eva,32,New York,74008.87
74534,Bob,41,Chicago,32292.94
74535,Bob,38,Chicago,81274.58
74536,David,47,New York,73653.12
74537,Eva,50,Chicago,86637.62
74538,Alice,43,New York,68104.12
74539,Eva,43,Los Angeles,81032.02
74540,Bob,53,Houston,47768.9
74541,Bob,27,Chicago,100532.79
74542,Alice,19,Houston,80774.59
74543,Alice,59,Houston,80710.64
74544,Alice,49,Chicago,59557.02
74545,Eva,32,New York,95349.58
74546,Eva,32,New York,43768.05
74547,Charlie,62,Houston,89795.46
74548,Alice,55,Chicago,36390.62
74549,Alice,32,Chicago,75487.02
74550,Alice,41,New York,57255.1
74551,Charlie,21,Phoenix,49745.82
74552,David,46,Los Angeles,87674.34
74553,David,37,Los Angeles,88000.97
74554,Alice,62,Houston,81556.3
74555,Eva,35,Phoenix,41110.66
74556,Eva,42,Los Angeles,85748.75
74557,Bob,21,Phoenix,34659.83
74558,Eva,63,Phoenix,49943.9
74559,Alice,35,Phoenix,79112.61
74560,Alice,32,Houston,50685.68
74561,Bob,58,Chicago,65387.63
74562,Eva,48,Houston,51512.0
74563,Charlie,36,Chicago,81610.57
74564,Eva,38,New York,119644.89
74565,Charlie,64,Houston,115655.6
74566,David,44,Chicago,34275.45
74567,David,20,Phoenix,115438.16
74568,Bob,33,Phoenix,92086.2
74569,Eva,31,Los Angeles,41487.84
74570,David,23,Houston,67058.5
74571,Eva,40,New York,33784.05
74572,Charlie,34,Chicago,114465.27
74573,Eva,38,Chicago,118834.8
74574,Eva,20,Houston,57544.09
74575,Alice,38,Los Angeles,58449.1
74576,Alice,28,Houston,68815.61
74577,Charlie,50,Los Angeles,34294.3
74578,Bob,55,Phoenix,46379.77
74579,Eva,24,New York,96505.28
74580,Bob,54,Chicago,103838.8
74581,Alice,59,Houston,118750.22
74582,Charlie,34,Phoenix,62047.89
74583,Alice,62,Phoenix,30796.6
74584,David,63,Los Angeles,106916.41
74585,Bob,37,New York,115754.88
74586,Alice,44,Chicago,75829.18
74587,Alice,53,New York,31653.73
74588,Eva,43,Phoenix,83244.67
74589,Alice,61,Los Angeles,113420.54
74590,Eva,39,Chicago,95241.3
74591,Charlie,54,Phoenix,30792.09
74592,Charlie,50,Chicago,118949.23
74593,Alice,34,Phoenix,92486.79
74594,Alice,38,Houston,72520.06
74595,Eva,49,Chicago,31454.97
74596,Alice,40,Los Angeles,40784.06
74597,Alice,47,Phoenix,106254.1
74598,Eva,41,Phoenix,81083.93
74599,David,29,Chicago,100877.01
74600,David,63,Chicago,66685.42
74601,Charlie,19,Los Angeles,31477.58
74602,Alice,39,Houston,72199.7
74603,David,31,Phoenix,35386.19
74604,Alice,36,Houston,108431.38
74605,Eva,53,Houston,84879.72
74606,Bob,58,Los Angeles,71365.03
74607,Bob,52,Houston,41795.86
74608,David,26,New York,96707.66
74609,Charlie,30,Phoenix,96788.22
74610,Eva,36,Chicago,60247.32
74611,Bob,36,Chicago,54189.88
74612,Bob,32,Los Angeles,36727.14
74613,Charlie,57,Chicago,52612.7
74614,Charlie,58,Los Angeles,92670.77
74615,Eva,30,Chicago,97995.13
74616,Eva,18,New York,94799.11
74617,Alice,33,Houston,32463.46
74618,Bob,58,Los Angeles,47412.8
74619,David,61,Phoenix,62806.33
74620,Eva,40,Chicago,52473.29
74621,Charlie,18,Los Angeles,44332.64
74622,Eva,48,Houston,96870.66
74623,Alice,20,Phoenix,41271.04
74624,Eva,41,Phoenix,51291.84
74625,Alice,64,Phoenix,117546.87
74626,Bob,29,Chicago,109530.5
74627,Alice,28,Phoenix,103051.37
74628,Eva,36,Los Angeles,118543.19
74629,Alice,58,Houston,37348.21
74630,Bob,55,New York,30300.36
74631,David,36,New York,61482.86
74632,Eva,57,New York,88553.03
74633,Charlie,47,Los Angeles,49506.88
74634,Alice,20,Houston,42491.53
74635,David,19,Houston,101158.91
74636,David,31,Los Angeles,31047.54
74637,Charlie,58,Chicago,58802.05
74638,Bob,23,Houston,103216.86
74639,Alice,43,Los Angeles,68450.29
74640,David,47,Los Angeles,88939.77
74641,Eva,61,Houston,45112.42
74642,Alice,38,Chicago,79262.51
74643,Charlie,25,Phoenix,94677.68
74644,Bob,36,Houston,51224.66
74645,David,28,Phoenix,115582.93
74646,David,33,Phoenix,41166.28
74647,Eva,41,Los Angeles,48683.23
74648,Alice,60,Houston,41920.25
74649,Bob,41,New York,82400.95
74650,Charlie,44,Chicago,98925.79
74651,Eva,43,Phoenix,79817.54
74652,Charlie,59,Houston,48912.71
74653,Eva,59,Houston,67095.53
74654,Bob,60,Phoenix,98134.58
74655,Charlie,45,Chicago,91842.1
74656,Alice,29,Houston,82769.04
74657,Eva,36,New York,113767.59
74658,Alice,64,Phoenix,31769.56
74659,Alice,41,Houston,66450.34
74660,Alice,23,Houston,66908.37
74661,Charlie,54,New York,65457.62
74662,Eva,55,Phoenix,56853.52
74663,Eva,59,Phoenix,101767.81
74664,Charlie,40,New York,92484.42
74665,Bob,25,Houston,107528.67
74666,Bob,43,Los Angeles,46119.35
74667,Alice,62,Phoenix,54598.21
74668,Charlie,48,Houston,81384.94
74669,Charlie,36,Phoenix,63491.24
74670,David,49,Los Angeles,59399.6
74671,Bob,29,Chicago,52994.54
74672,David,59,Los Angeles,76956.91
74673,Alice,48,Chicago,83540.65
74674,David,45,Chicago,77815.24
74675,Bob,21,Houston,103004.75
74676,Alice,31,Los Angeles,77301.27
74677,Alice,40,New York,52125.04
74678,Alice,53,Houston,77815.7
74679,Charlie,33,Chicago,59915.75
74680,Charlie,36,Phoenix,105654.81
74681,Alice,47,Phoenix,110084.09
74682,Bob,49,Los Angeles,73969.15
74683,Alice,43,Los Angeles,73358.58
74684,Eva,50,Los Angeles,33010.4
74685,David,35,Houston,97960.72
74686,David,46,Los Angeles,43891.77
74687,Bob,18,Chicago,92433.75
74688,David,26,Chicago,104728.88
74689,David,18,Los Angeles,59533.29
74690,David,18,Phoenix,72769.25
74691,Eva,20,New York,74203.09
74692,Eva,56,Houston,44743.27
74693,Bob,35,Chicago,109741.98
74694,Bob,19,Chicago,46323.33
74695,Charlie,37,Los Angeles,97298.27
74696,Charlie,52,Chicago,37736.5
74697,Eva,58,Chicago,119041.22
74698,David,61,Chicago,31588.13
74699,Eva,23,New York,62250.87
74700,Alice,63,Phoenix,106568.82
74701,Eva,25,Chicago,42437.15
74702,Charlie,29,New York,67387.4
74703,Bob,29,Houston,107201.54
74704,Alice,31,Chicago,52684.65
74705,Bob,48,Houston,117493.99
74706,David,52,New York,107580.35
74707,Alice,51,Houston,106686.01
74708,Bob,56,New York,111289.83
74709,David,48,New York,60193.76
74710,Alice,37,New York,93328.78
74711,David,52,Phoenix,54585.38
74712,Eva,31,Phoenix,76516.22
74713,David,59,Houston,44028.89
74714,Eva,60,Houston,41503.73
74715,Charlie,61,Phoenix,78383.64
74716,Charlie,23,Phoenix,66767.95
74717,Alice,34,Phoenix,71483.23
74718,Alice,53,Los Angeles,64860.57
74719,David,55,Phoenix,89406.03
74720,Alice,52,New York,113802.2
74721,David,19,Phoenix,46323.87
74722,Bob,41,Los Angeles,34959.69
74723,Alice,31,Chicago,52276.15
74724,Eva,46,Los Angeles,97176.19
74725,Alice,35,Los Angeles,98041.35
74726,Charlie,34,Los Angeles,57503.29
74727,Charlie,45,Houston,60121.4
74728,Eva,46,New York,117537.57
74729,Charlie,32,Phoenix,30872.73
74730,David,36,Chicago,78771.61
74731,Alice,26,New York,75989.41
74732,Charlie,47,Los Angeles,34556.73
74733,Charlie,49,Chicago,42628.92
74734,Charlie,30,Phoenix,43118.84
74735,Charlie,21,Houston,48787.34
74736,Charlie,64,Los Angeles,104483.12
74737,Charlie,27,Houston,117556.64
74738,David,44,Phoenix,70827.52
74739,Alice,54,Houston,102650.79
74740,David,62,Chicago,117799.07
74741,Alice,53,New York,56134.03
74742,David,55,New York,62282.38
74743,Bob,46,Chicago,114546.89
74744,Alice,25,Phoenix,112230.68
74745,Alice,63,Los Angeles,99859.93
74746,Charlie,18,Houston,94556.29
74747,Alice,22,Los Angeles,34341.35
74748,David,60,New York,35593.14
74749,Charlie,23,Phoenix,71225.84
74750,Charlie,38,Phoenix,89827.51
74751,Charlie,39,Houston,77070.91
74752,David,21,Chicago,76823.85
74753,Bob,21,Houston,99248.65
74754,Bob,46,New York,55504.88
74755,Eva,56,Houston,105083.76
74756,Alice,39,Chicago,42039.09
74757,Charlie,59,New York,42908.43
74758,Bob,31,Houston,116636.46
74759,David,36,Phoenix,46645.22
74760,Bob,40,Phoenix,65593.07
74761,David,19,Houston,112171.3
74762,Bob,49,Houston,109505.86
74763,David,26,Chicago,64364.04
74764,Bob,59,New York,58785.44
74765,Bob,59,Phoenix,55421.88
74766,David,57,New York,80261.29
74767,Eva,36,Houston,31545.05
74768,Charlie,40,Los Angeles,49947.45
74769,Bob,53,Chicago,97955.02
74770,Eva,43,Phoenix,91939.9
74771,Eva,53,Los Angeles,99284.12
74772,David,48,Houston,108729.25
74773,Charlie,29,Chicago,52446.77
74774,Eva,39,New York,86311.11
74775,Charlie,38,Houston,101587.25
74776,Bob,48,New York,79819.01
74777,Alice,39,Los Angeles,66722.21
74778,Charlie,34,Los Angeles,57980.0
74779,Eva,24,Houston,67101.46
74780,Eva,55,Houston,35012.31
74781,Charlie,30,New York,36606.9
74782,Bob,33,Phoenix,94736.21
74783,Bob,23,New York,68428.14
74784,David,59,Phoenix,90947.0
74785,Alice,37,Phoenix,114720.11
74786,Alice,30,New York,56227.66
74787,Bob,39,New York,87783.21
74788,Bob,36,New York,36580.98
74789,Bob,64,Houston,106135.75
74790,David,59,Phoenix,33080.0
74791,David,35,Phoenix,73354.89
74792,Charlie,41,Phoenix,69769.14
74793,Charlie,22,Los Angeles,71990.75
74794,David,28,Phoenix,103156.32
74795,Alice,23,Phoenix,92572.86
74796,Bob,49,New York,114297.1
74797,Alice,64,Phoenix,98852.69
74798,Alice,52,Houston,35418.53
74799,David,60,New York,65189.82
74800,David,51,Phoenix,116460.49
74801,Charlie,54,Phoenix,88882.24
74802,Bob,54,Houston,59965.13
74803,Alice,23,Los Angeles,72467.82
74804,David,39,New York,95373.34
74805,Alice,56,Chicago,111491.76
74806,Charlie,56,Phoenix,103429.73
74807,Bob,27,Phoenix,104463.6
74808,Bob,46,Los Angeles,50105.15
74809,Bob,50,Chicago,88639.63
74810,Charlie,27,Chicago,35219.38
74811,Alice,27,Chicago,56393.5
74812,Bob,49,Chicago,63438.13
74813,Eva,36,Chicago,52832.05
74814,Eva,57,Los Angeles,64128.25
74815,Charlie,33,Houston,99380.69
74816,Charlie,62,Chicago,93908.05
74817,Eva,61,Houston,87259.99
74818,Bob,57,New York,62643.84
74819,David,53,Houston,84482.33
74820,Charlie,39,Houston,62199.63
74821,David,44,Houston,33044.92
74822,David,32,Chicago,82903.55
74823,Bob,27,Houston,91548.81
74824,Alice,20,Phoenix,63528.24
74825,Eva,25,New York,88879.22
74826,Charlie,48,Los Angeles,73399.49
74827,Charlie,50,Houston,39222.18
74828,David,32,Houston,67953.39
74829,Eva,50,Chicago,86642.37
74830,Alice,33,New York,107932.31
74831,Bob,64,Los Angeles,91059.29
74832,Eva,54,New York,91090.93
74833,Charlie,53,Houston,119165.99
74834,David,57,New York,85087.31
74835,Eva,29,Houston,68455.57
74836,Bob,27,New York,57187.2
74837,David,26,Los Angeles,30083.33
74838,Charlie,20,Houston,84389.18
74839,Charlie,61,Los Angeles,46251.72
74840,Alice,21,Phoenix,31243.6
74841,Alice,38,Chicago,102555.31
74842,Charlie,48,Houston,62963.99
74843,Bob,60,Houston,89820.8
74844,Charlie,58,Los Angeles,56638.54
74845,Eva,48,Phoenix,118379.33
74846,David,34,Los Angeles,42126.42
74847,Eva,39,Los Angeles,60526.3
74848,David,39,Houston,62635.27
74849,Eva,30,Phoenix,47339.53
74850,David,38,Los Angeles,39157.32
74851,Bob,62,New York,87748.65
74852,Charlie,39,Houston,90754.43
74853,Alice,60,New York,33998.93
74854,Bob,41,Los Angeles,45577.73
74855,Eva,62,Los Angeles,51134.47
74856,Bob,48,Phoenix,48096.28
74857,Charlie,53,Houston,116288.6
74858,Bob,45,Houston,38407.77
74859,Bob,36,Phoenix,67720.6
74860,Charlie,43,Los Angeles,48662.48
74861,Bob,47,New York,50544.34
74862,Eva,63,New York,71538.72
74863,Alice,49,Chicago,104759.2
74864,Bob,55,Chicago,50796.07
74865,Alice,57,Phoenix,108811.71
74866,Charlie,18,Phoenix,37626.08
74867,Eva,21,Houston,66543.07
74868,Alice,29,Chicago,93761.66
74869,Charlie,38,Los Angeles,91972.74
74870,David,63,New York,75515.98
74871,Eva,20,New York,101837.98
74872,Bob,41,Chicago,118826.25
74873,Charlie,57,Houston,96703.31
74874,David,43,New York,107338.32
74875,David,42,Houston,62926.96
74876,Eva,25,Phoenix,75008.08
74877,Alice,43,Chicago,83206.08
74878,David,42,Los Angeles,61538.07
74879,Alice,52,Phoenix,100813.77
74880,Bob,45,Chicago,39376.62
74881,Charlie,29,Houston,62478.57
74882,Eva,48,Houston,89700.13
74883,Alice,20,Chicago,105016.06
74884,Alice,61,Houston,106947.36
74885,David,40,Chicago,53154.75
74886,Alice,49,Chicago,101801.8
74887,Bob,32,Chicago,32449.6
74888,Eva,56,New York,76689.94
74889,David,31,New York,68225.1
74890,Eva,29,Los Angeles,35829.65
74891,Alice,41,Houston,81321.07
74892,Eva,25,Phoenix,43230.79
74893,Bob,49,Houston,73352.55
74894,Alice,28,Phoenix,45123.35
74895,Bob,52,Houston,86715.13
74896,David,41,Chicago,107686.1
74897,Charlie,48,Houston,59274.53
74898,Charlie,45,New York,40638.27
74899,Eva,22,Chicago,34376.05
74900,Eva,18,Chicago,45790.36
74901,Alice,18,New York,46123.05
74902,Charlie,62,Phoenix,111148.04
74903,Charlie,41,Chicago,36160.79
74904,Alice,26,Phoenix,109199.24
74905,David,58,Los Angeles,110962.08
74906,Charlie,30,Phoenix,42627.73
74907,Charlie,21,Phoenix,56399.78
74908,Bob,64,Phoenix,59302.21
74909,Alice,39,Houston,44949.91
74910,Eva,20,New York,62175.31
74911,Bob,48,Chicago,42834.69
74912,Eva,49,New York,107878.14
74913,Alice,35,Phoenix,56487.88
74914,Alice,26,Chicago,50718.07
74915,Eva,25,Phoenix,101922.9
74916,Charlie,51,Los Angeles,67100.05
74917,Bob,31,New York,94787.07
74918,Alice,44,Los Angeles,61206.93
74919,Charlie,26,Houston,43268.43
74920,Bob,58,Houston,84594.58
74921,Charlie,43,New York,92473.96
74922,Eva,38,New York,97959.8
74923,Charlie,30,Houston,33041.06
74924,David,25,Houston,100368.63
74925,Charlie,56,Chicago,92766.88
74926,Eva,28,Chicago,99171.6
74927,David,56,Los Angeles,31076.21
74928,Eva,40,Houston,49150.36
74929,Alice,19,Houston,98798.5
74930,Bob,22,Houston,45132.95
74931,Alice,36,New York,116359.09
74932,Charlie,44,New York,36224.76
74933,David,59,New York,108002.24
74934,Alice,35,Chicago,81412.46
74935,Bob,48,Los Angeles,92363.35
74936,Charlie,30,Los Angeles,35945.38
74937,Alice,24,New York,92272.96
74938,Alice,60,Houston,84176.69
74939,David,36,Houston,93495.72
74940,Bob,32,Phoenix,107913.24
74941,Charlie,63,Chicago,33129.03
74942,Bob,37,Houston,107039.47
74943,Charlie,28,New York,106518.04
74944,Alice,24,New York,116730.33
74945,Alice,50,Los Angeles,86443.04
74946,Alice,46,Chicago,110728.23
74947,Eva,27,Houston,58738.91
74948,Alice,54,Chicago,86303.81
74949,Alice,22,New York,82775.05
74950,Bob,63,Phoenix,112198.87
74951,David,35,Phoenix,114785.47
74952,David,51,Chicago,118194.72
74953,Charlie,33,New York,74537.24
74954,David,49,Chicago,57825.99
74955,Alice,38,Chicago,66171.22
74956,Charlie,41,Chicago,72538.63
74957,Charlie,56,Chicago,67880.66
74958,David,46,Houston,112802.88
74959,Alice,34,Los Angeles,40896.7
74960,Charlie,62,Phoenix,95556.11
74961,Alice,58,Chicago,67923.66
74962,Charlie,35,Chicago,69295.58
74963,David,27,New York,71541.57
74964,Charlie,54,Phoenix,100082.19
74965,Eva,54,Los Angeles,35441.47
74966,Bob,40,Phoenix,106671.09
74967,David,56,New York,45424.09
74968,Charlie,40,New York,64320.82
74969,Alice,19,Houston,114964.43
74970,David,33,Phoenix,92322.85
74971,Eva,62,Houston,44605.65
74972,Alice,54,Houston,47875.09
74973,Bob,33,Los Angeles,73778.04
74974,David,33,New York,75664.92
74975,Bob,51,Houston,50791.05
74976,Bob,43,Phoenix,60493.42
74977,Charlie,41,Houston,32626.68
74978,Eva,31,Chicago,96417.63
74979,Eva,35,Chicago,73348.29
74980,David,48,Houston,115885.39
74981,Bob,36,New York,34012.1
74982,Alice,40,Chicago,39014.47
74983,Alice,40,Chicago,74405.28
74984,Charlie,37,Chicago,47686.42
74985,Eva,38,New York,102549.87
74986,David,31,Los Angeles,41019.67
74987,Eva,32,Houston,53353.01
74988,Alice,57,Los Angeles,83029.45
74989,Eva,61,Houston,105842.84
74990,Alice,37,New York,71375.01
74991,Alice,52,New York,107642.95
74992,David,18,Phoenix,88989.73
74993,David,38,Phoenix,64768.67
74994,Charlie,61,Phoenix,107558.0
74995,Charlie,42,Los Angeles,99035.36
74996,Charlie,31,Chicago,109562.45
74997,Bob,48,Los Angeles,33730.87
74998,Eva,23,Phoenix,89984.5
74999,Bob,26,Los Angeles,73427.1
75000,Bob,32,Chicago,98354.44
75001,David,54,Houston,98954.81
75002,Bob,53,Chicago,108938.64
75003,Eva,40,Phoenix,48733.13
75004,Bob,25,New York,73223.35
75005,Bob,52,Houston,78573.3
75006,Bob,39,Los Angeles,53905.13
75007,Eva,53,Los Angeles,52402.64
75008,Bob,57,Los Angeles,43633.66
75009,Bob,39,Houston,105481.43
75010,Alice,63,Chicago,119835.96
75011,Alice,63,Phoenix,51498.06
75012,Eva,61,Houston,66997.37
75013,Eva,39,Houston,95582.95
75014,Eva,37,Los Angeles,51288.5
75015,Bob,58,Phoenix,79240.54
75016,Alice,60,Phoenix,115474.52
75017,David,51,Phoenix,69566.16
75018,Charlie,53,Chicago,104254.78
75019,Alice,63,Los Angeles,84116.5
75020,Alice,41,New York,34866.5
75021,Charlie,35,Chicago,87250.83
75022,Bob,19,Houston,84197.54
75023,David,54,Houston,64113.61
75024,David,39,Phoenix,108097.49
75025,David,57,New York,93824.92
75026,David,43,Los Angeles,37228.78
75027,Alice,43,Los Angeles,49512.33
75028,Eva,42,New York,35213.67
75029,Charlie,33,Chicago,92532.43
75030,Eva,33,Phoenix,66945.82
75031,Bob,37,Phoenix,115622.39
75032,Alice,62,Los Angeles,57529.41
75033,Alice,42,New York,55745.18
75034,Eva,20,Houston,56503.7
75035,Bob,55,New York,95574.89
75036,Charlie,35,New York,56514.34
75037,Charlie,64,Los Angeles,79046.87
75038,Eva,55,Chicago,99404.62
75039,David,34,Houston,115612.46
75040,Bob,43,New York,51719.8
75041,Alice,39,New York,35659.14
75042,Alice,39,Phoenix,64287.96
75043,Bob,48,Chicago,119290.05
75044,Alice,20,Houston,113120.18
75045,Bob,43,Chicago,116936.93
75046,Alice,34,Los Angeles,70357.49
75047,Bob,26,Houston,36267.62
75048,Charlie,63,Houston,110941.94
75049,Charlie,27,Los Angeles,82222.65
75050,Alice,51,New York,87741.95
75051,David,43,Chicago,44466.13
75052,Alice,56,Phoenix,38962.05
75053,David,19,Chicago,91711.88
75054,David,21,Houston,116585.13
75055,Alice,45,Chicago,66859.4
75056,David,45,Los Angeles,35575.12
75057,Eva,53,Phoenix,44624.27
